id,filtered_words,features,label_indexed
F097,"[community, maintain, use, front, ground, live, dark., anything, might, resource, include, admit, site., history, training, rather, how., —, shocking, claims, celebrity, scandal, surface, internet.]","(262144,[3665,25838,33053,34366,35623,38426,46498,50223,73181,76162,87567,98717,107810,133367,138905,142760,149910,158661,161194,162421,181561,198400,218360,256468],[0.6871770135734415,2.849310271098391,4.019381523748645,4.42484663185681,0.691153161953081,0.691153161953081,4.019381523748645,4.607168188650764,4.830311739964974,0.691153161953081,4.42484663185681,4.137164559405029,4.270695952029551,4.137164559405029,4.019381523748645,4.830311739964974,3.914021008090819,4.607168188650764,4.137164559405029,5.117993812416755,2.849310271098391,0.691153161953081,3.7316994512968646,4.019381523748645])",0.0
R014,"[thought, describe, interview, leader, resource., always, whole, case, enjoy., experts, discuss, ongoing, developments, research.]","(262144,[72462,79779,80707,93722,120806,138845,142343,152255,160803,177466,192310,192742,196975,207316],[0.6871770135734415,3.8187108282864943,4.137164559405029,2.8844015909096608,4.137164559405029,4.270695952029551,3.914021008090819,5.117993812416755,4.830311739964974,0.691153161953081,4.42484663185681,0.6832166123573445,0.691153161953081,5.523458920524919])",1.0
F005,"[let, live, sure., sea, south, teach, plant, change., item, set, rather, modern., —, shocking, claims, flat, earth, surface, internet.]","(262144,[3665,7589,33053,35623,37542,38426,39498,67009,73499,76162,115996,136176,158661,173339,198400,209518,245420,257982,260940],[0.6871770135734415,4.830311739964974,4.019381523748645,0.691153161953081,3.0385522707369192,0.691153161953081,3.8187108282864943,4.137164559405029,2.7508701982851385,0.691153161953081,3.0385522707369192,4.019381523748645,4.607168188650764,5.117993812416755,0.691153161953081,4.270695952029551,4.137164559405029,4.830311739964974,4.019381523748645])",0.0
R234,"[design, miss, act, property, three., mother, blood, player, above., billion, building, weight, tonight, reveal., experts, discuss, ongoing, developments, research.]","(262144,[34422,34614,68404,72462,73853,89462,90428,93722,109858,117991,120397,177466,192742,196975,202290,218192,232735,233148,245426],[5.117993812416755,4.607168188650764,4.42484663185681,0.6871770135734415,4.42484663185681,4.830311739964974,4.270695952029551,2.8844015909096608,4.42484663185681,4.42484663185681,4.607168188650764,0.691153161953081,0.6832166123573445,0.691153161953081,4.019381523748645,4.019381523748645,4.42484663185681,4.42484663185681,3.914021008090819])",1.0
F143,"[take, blood, threat, firm., eat, instead, live, end, far, affect, avoid., —, shocking, claims, aliens, surface, internet.]","(262144,[3665,27783,33053,35623,38426,52351,55639,72999,76162,117991,156917,165678,178266,181799,198400,202572,219622],[0.6871770135734415,4.270695952029551,4.019381523748645,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551,5.117993812416755,0.691153161953081,4.42484663185681,4.42484663185681,3.914021008090819,2.958509563063383,4.830311739964974,0.691153161953081,4.019381523748645,4.42484663185681])",0.0
R073,"[yeah, born, hear, face., blue, fall, win, room, kid, dream., start, future, front., experts, discuss, ongoing, developments, economic, growth.]","(262144,[5451,16004,20990,37521,67288,72462,72973,77886,82065,90058,103048,107481,111370,160321,164686,177466,192742,196975,252968],[4.270695952029551,3.914021008090819,5.523458920524919,4.42484663185681,2.7200985396183848,0.6871770135734415,4.830311739964974,5.117993812416755,4.607168188650764,2.920769235080536,4.270695952029551,4.270695952029551,4.42484663185681,5.523458920524919,4.607168188650764,0.691153161953081,0.6832166123573445,0.691153161953081,4.019381523748645])",1.0
R239,"[professor, appear, three, late., difference, early, religious, congress, plan., school, table, perform, field, mission, today., experts, discuss, ongoing, developments, education.]","(262144,[3834,61031,72462,76150,79055,96005,114395,139605,141306,177466,187436,192450,192742,196975,199991,202287,210090,222039,227256,242661],[4.137164559405029,4.607168188650764,0.6871770135734415,4.137164559405029,4.607168188650764,4.42484663185681,4.137164559405029,4.607168188650764,4.270695952029551,0.691153161953081,4.019381523748645,4.270695952029551,0.6832166123573445,0.691153161953081,2.6330871626287546,5.117993812416755,5.117993812416755,5.117993812416755,4.019381523748645,4.270695952029551])",1.0
F181,"[prevent, item, beyond, grow., score, another, local., control, break, less, particularly, argue, sport, respond., successful, try, policy, old, study, fact., —, shocking, claims, aliens, surface, internet.]","(262144,[3665,35623,38426,58392,63949,67483,72176,76162,94646,105627,124348,129828,161106,165688,178266,179671,182235,188011,198400,207150,208958,213605,221812,229532,245420,253382],[0.6871770135734415,0.691153161953081,0.691153161953081,5.117993812416755,4.830311739964974,4.830311739964974,4.137164559405029,0.691153161953081,5.117993812416755,4.42484663185681,4.270695952029551,4.137164559405029,4.137164559405029,2.8154087194227095,2.958509563063383,4.270695952029551,4.270695952029551,4.270695952029551,0.691153161953081,3.8187108282864943,4.830311739964974,4.019381523748645,3.6516567436233283,5.523458920524919,4.137164559405029,4.42484663185681])",0.0
R138,"[court, major, conference, relationship, finish., rock, analysis, budget, network., experts, discuss, ongoing, developments, election.]","(262144,[9886,31064,41348,68649,72462,91412,150224,151058,155288,162331,177466,192742,195055,196975],[4.830311739964974,4.019381523748645,2.7508701982851385,4.42484663185681,0.6871770135734415,4.830311739964974,4.42484663185681,4.607168188650764,4.607168188650764,4.830311739964974,0.691153161953081,0.6832166123573445,2.5530444549552183,0.691153161953081])",1.0
R172,"[market, candidate, personal, give, prepare, try., kid, message, white, up., experts, discuss, ongoing, developments, economic, growth.]","(262144,[5451,8145,67288,72462,75571,90058,107367,115587,122120,133406,140636,158795,177466,192742,196975,226582],[4.270695952029551,4.830311739964974,2.7200985396183848,0.6871770135734415,4.270695952029551,2.920769235080536,4.270695952029551,3.8187108282864943,5.523458920524919,4.270695952029551,4.607168188650764,3.8187108282864943,0.691153161953081,0.6832166123573445,0.691153161953081,4.019381523748645])",1.0
R143,"[voice, accept, dog., whole, money, individual, morning., hour, together, future., benefit, together, listen, arm, trade., experts, discuss, ongoing, developments, policy.]","(262144,[1968,9635,11470,72462,80707,98431,100097,102234,122832,128317,134711,136531,147224,157270,177466,192742,196975,207714,208549],[4.137164559405029,5.117993812416755,4.830311739964974,0.6871770135734415,4.137164559405029,3.914021008090819,4.270695952029551,4.270695952029551,2.8154087194227095,4.137164559405029,4.830311739964974,5.117993812416755,8.03876304749729,3.8187108282864943,0.691153161953081,0.6832166123573445,0.691153161953081,5.117993812416755,3.7316994512968646])",1.0
F166,"[life, realize, operation, may, around., business, better, animal., field, next, several, draw, smile, animal., —, shocking, claims, mind, control, surface, internet.]","(262144,[3665,4254,17361,29689,35623,38426,54961,76162,91192,116782,139371,157865,165688,170688,172517,192450,198400,220194,221223,235375],[0.6871770135734415,3.914021008090819,4.830311739964974,9.660623479929948,0.691153161953081,0.691153161953081,4.019381523748645,0.691153161953081,4.137164559405029,3.8187108282864943,3.6516567436233283,4.019381523748645,2.8154087194227095,2.920769235080536,4.270695952029551,4.270695952029551,0.691153161953081,4.019381523748645,4.137164559405029,4.607168188650764])",0.0
R003,"[measure, forward, war, spend., democrat, hand, result, run, per, rise., experts, discuss, ongoing, developments, budget, report.]","(262144,[12650,30600,72462,118164,143531,148528,163674,172922,177466,192742,195055,196975,232367,243983,252018,254543],[4.137164559405029,2.661258039595451,0.6871770135734415,5.117993812416755,4.019381523748645,4.42484663185681,4.607168188650764,5.117993812416755,0.691153161953081,0.6832166123573445,2.5530444549552183,0.691153161953081,4.019381523748645,4.270695952029551,4.830311739964974,4.270695952029551])",1.0
R167,"[term, response, second, sea, probably, world, apply., exactly, instead, place, people, republican, recently, age, most., entire, increase, serve, bill, agent, customer., experts, discuss, ongoing, developments, climate, change.]","(262144,[3928,11949,19498,40872,47819,52351,58839,60080,67009,70998,72462,73499,79160,145088,147703,148921,177466,185509,185559,191624,192742,196620,196975,218285,227040,231746,246751],[4.270695952029551,4.137164559405029,5.117993812416755,3.8187108282864943,3.914021008090819,4.019381523748645,3.7316994512968646,3.6516567436233283,4.137164559405029,4.270695952029551,0.6871770135734415,2.7508701982851385,4.42484663185681,4.830311739964974,4.137164559405029,3.914021008090819,0.691153161953081,2.849310271098391,3.8187108282864943,4.270695952029551,0.6832166123573445,4.42484663185681,0.691153161953081,4.830311739964974,4.607168188650764,4.137164559405029,4.42484663185681])",1.0
R183,"[actually, newspaper, several, add, daughter., huge, wonder, whole, feel., early, much, cultural, situation, imagine., experts, discuss, ongoing, developments, climate, change.]","(262144,[43810,45190,48063,72462,73499,76764,80707,108340,132975,139371,148546,157856,177466,185509,187436,192742,196975,208838,235665,257267],[5.117993812416755,4.42484663185681,4.607168188650764,0.6871770135734415,2.7508701982851385,4.137164559405029,4.137164559405029,4.830311739964974,3.914021008090819,3.6516567436233283,4.607168188650764,3.7316994512968646,0.691153161953081,2.849310271098391,4.019381523748645,0.6832166123573445,0.691153161953081,3.5085558999826545,4.137164559405029,4.607168188650764])",1.0
R238,"[citizen, interest, others, republican, according, majority., defense, including, space, success, behind, buy, experience., experts, discuss, ongoing, developments, technology, breakthrough.]","(262144,[33180,45252,56956,68538,72462,100919,139030,177466,184774,186264,191624,192742,195459,196975,213760,236924,245912,261172,261901],[4.607168188650764,3.914021008090819,2.579019941358479,4.019381523748645,0.6871770135734415,3.914021008090819,4.019381523748645,0.691153161953081,4.137164559405029,4.270695952029551,4.270695952029551,0.6832166123573445,2.7200985396183848,0.691153161953081,3.914021008090819,4.42484663185681,4.830311739964974,4.137164559405029,4.830311739964974])",1.0
R041,"[future, knowledge, discussion, including., kind, report, thank, across, site., experts, discuss, ongoing, developments, election.]","(262144,[32051,41348,71016,72462,73241,79132,81783,142418,142760,177466,192742,196975,236792,252968],[4.137164559405029,2.7508701982851385,4.42484663185681,0.6871770135734415,4.270695952029551,4.019381523748645,3.8187108282864943,4.137164559405029,4.830311739964974,0.691153161953081,0.6832166123573445,0.691153161953081,5.523458920524919,4.019381523748645])",1.0
F237,"[end, partner, institution, store, many, drop., energy, suggest, price, by., —, shocking, claims, government, cover-up, surface, internet.]","(262144,[3665,26020,35623,38426,43204,53307,56627,76162,102360,109955,132517,156917,184572,198400,201386,243056,245044],[0.6871770135734415,5.117993812416755,0.691153161953081,0.691153161953081,4.42484663185681,3.914021008090819,2.8844015909096608,0.691153161953081,4.270695952029551,4.270695952029551,2.997730276216664,4.42484663185681,5.117993812416755,0.691153161953081,4.270695952029551,4.019381523748645,3.914021008090819])",0.0
R086,"[number, property, bill, skin, ball., professional, drug, several, pm, choice., service, speech, whatever, notice, nation, upon., experts, discuss, ongoing, developments, research.]","(262144,[40553,43756,46806,58839,67407,72462,93722,116859,120397,135239,139371,177466,183375,184251,192742,196975,205397,205460,214210,235691,255006],[4.830311739964974,4.137164559405029,3.914021008090819,3.7316994512968646,5.523458920524919,0.6871770135734415,2.8844015909096608,4.607168188650764,4.607168188650764,4.019381523748645,3.6516567436233283,0.691153161953081,3.914021008090819,4.270695952029551,0.6832166123573445,0.691153161953081,4.270695952029551,2.849310271098391,4.019381523748645,4.607168188650764,4.830311739964974])",1.0
R240,"[step, number, note, set, floor., participant, avoid, ahead., prepare, international, care, pay, unit, fast., experts, discuss, ongoing, developments, policy.]","(262144,[21080,26092,43157,43583,62790,72462,84644,84796,109230,122832,131519,133406,135239,177466,192742,196975,209518,230687,239713],[4.830311739964974,4.137164559405029,4.019381523748645,3.577548771469606,4.270695952029551,0.6871770135734415,4.137164559405029,4.42484663185681,4.270695952029551,2.8154087194227095,3.8187108282864943,4.270695952029551,4.019381523748645,0.691153161953081,0.6832166123573445,0.691153161953081,4.270695952029551,5.523458920524919,3.914021008090819])",1.0
R133,"[ask, tree, must, prove, option, exactly., nature, far, agreement, great., experts, discuss, ongoing, developments, public, health.]","(262144,[30539,72462,90723,122671,128077,165678,174506,177466,185021,192742,193711,196975,224635,229407,229952,250430],[3.125563647726549,0.6871770135734415,4.137164559405029,5.523458920524919,3.914021008090819,3.914021008090819,3.0385522707369192,0.691153161953081,4.270695952029551,0.6832166123573445,4.019381523748645,0.691153161953081,4.137164559405029,3.8187108282864943,5.523458920524919,4.019381523748645])",1.0
F044,"[interest, agency, professional, knowledge, particularly, entire, reflect., last, floor, south, cell, individual., smile, common, seven, blue, enough, hotel, hospital., —, shocking, claims, hoax, surface, internet.]","(262144,[3665,3928,5381,8694,35623,38202,38426,69796,71016,76162,91031,101641,103048,105242,106445,113004,123343,136176,139030,157865,184251,188011,198400,237834,246556],[0.6871770135734415,4.270695952029551,4.270695952029551,4.830311739964974,0.691153161953081,4.019381523748645,0.691153161953081,4.830311739964974,4.42484663185681,0.691153161953081,3.914021008090819,2.60568818844064,4.270695952029551,5.117993812416755,4.137164559405029,4.019381523748645,4.137164559405029,4.019381523748645,4.019381523748645,4.019381523748645,4.270695952029551,4.270695952029551,0.691153161953081,4.42484663185681,4.607168188650764])",0.0
F125,"[real, anything, challenge, entire, town, leader., —, shocking, claims, government, cover-up, surface, internet.]","(262144,[3665,3928,31839,35623,38426,56627,69303,76162,99179,107810,132517,174475,198400],[0.6871770135734415,4.270695952029551,3.914021008090819,0.691153161953081,0.691153161953081,2.8844015909096608,5.117993812416755,0.691153161953081,4.607168188650764,4.270695952029551,2.997730276216664,3.8187108282864943,0.691153161953081])",0.0
F165,"[assume, lead, improve, thought, answer, ago., —, shocking, claims, secret, cure, surface, internet.]","(262144,[3665,35623,38426,76162,82035,92891,134392,142343,181736,185228,198400,234963,250372],[0.6871770135734415,0.691153161953081,0.691153161953081,0.691153161953081,4.137164559405029,2.5530444549552183,4.137164559405029,3.914021008090819,3.914021008090819,3.8187108282864943,0.691153161953081,4.830311739964974,2.5530444549552183])",0.0
F137,"[scene, travel, thank, order, eat, history, space, former., skin, short, citizen, receive, team, today, election., —, shocking, claims, flat, earth, surface, internet.]","(262144,[3665,25337,35623,37542,38426,40553,41348,45252,64238,76162,81662,81783,87567,98586,115996,156804,186264,198400,202572,235700,243673,253913],[0.6871770135734415,3.577548771469606,0.691153161953081,3.0385522707369192,0.691153161953081,4.830311739964974,2.7508701982851385,3.914021008090819,4.607168188650764,0.691153161953081,4.019381523748645,3.8187108282864943,4.42484663185681,4.019381523748645,3.0385522707369192,4.019381523748645,4.270695952029551,0.691153161953081,4.019381523748645,4.607168188650764,5.117993812416755,3.914021008090819])",0.0
R088,"[may, deal, defense, often., experts, discuss, ongoing, developments, research.]","(262144,[72462,91192,93722,100919,165865,177466,192229,192742,196975],[0.6871770135734415,4.137164559405029,2.8844015909096608,3.914021008090819,4.137164559405029,0.691153161953081,4.830311739964974,0.6832166123573445,0.691153161953081])",1.0
R169,"[personal, effort, billion, newspaper, coach, source., job, manager, candidate., experts, discuss, ongoing, developments, technology, breakthrough.]","(262144,[13819,21534,52371,56956,62532,72462,73914,99197,109858,115587,177466,192742,195459,196975,208838],[4.830311739964974,4.42484663185681,5.117993812416755,2.579019941358479,4.830311739964974,0.6871770135734415,4.42484663185681,5.117993812416755,4.42484663185681,3.8187108282864943,0.691153161953081,0.6832166123573445,2.7200985396183848,0.691153161953081,3.5085558999826545])",1.0
R193,"[simple, unit, maybe, agent., experts, discuss, ongoing, developments, technology, breakthrough.]","(262144,[10049,43583,56956,72462,97964,163314,177466,192742,195459,196975],[4.42484663185681,3.577548771469606,2.579019941358479,0.6871770135734415,4.830311739964974,4.42484663185681,0.691153161953081,0.6832166123573445,2.7200985396183848,0.691153161953081])",1.0
F247,"[popular, need, little, oil, east., remain, particular, stock, help., house, mother, learn, prove., —, shocking, claims, mind, control, surface, internet.]","(262144,[3665,18697,35623,38426,57729,63109,63956,73171,76162,83161,130607,133192,165688,170688,181087,198400,211756,242022,245426,249904],[0.6871770135734415,4.607168188650764,0.691153161953081,0.691153161953081,5.117993812416755,4.137164559405029,5.117993812416755,4.270695952029551,0.691153161953081,4.019381523748645,5.117993812416755,4.137164559405029,2.8154087194227095,2.920769235080536,3.914021008090819,0.691153161953081,4.019381523748645,4.019381523748645,3.914021008090819,4.830311739964974])",0.0
R179,"[realize, guess, teach, pick, expect, spend, age., expert, project, middle, wife, serious., experts, discuss, ongoing, developments, technology, breakthrough.]","(262144,[4254,21894,39498,50886,56956,72462,104220,123217,133243,177466,189716,192742,193158,195459,196975,201517,203615,247026],[3.914021008090819,3.7316994512968646,3.8187108282864943,4.019381523748645,2.579019941358479,0.6871770135734415,3.8187108282864943,4.830311739964974,3.8187108282864943,0.691153161953081,3.914021008090819,0.6832166123573445,5.523458920524919,2.7200985396183848,0.691153161953081,4.137164559405029,4.270695952029551,3.6516567436233283])",1.0
F138,"[environment, physical, tree, wrong, join, west, course., live, stand, material, choice., —, shocking, claims, immortal, jellyfish, surface, internet.]","(262144,[3665,33053,35623,38426,49574,52306,76162,116859,126783,166372,193711,198400,201440,203609,204253,217827,232951,235240],[0.6871770135734415,4.019381523748645,0.691153161953081,0.691153161953081,4.270695952029551,2.7508701982851385,0.691153161953081,4.607168188650764,4.137164559405029,2.7508701982851385,4.019381523748645,0.691153161953081,4.019381523748645,4.607168188650764,4.42484663185681,4.830311739964974,3.8187108282864943,4.607168188650764])",0.0
R017,"[political, bag, goal, experience, owner., push, involve, executive, world, number, daughter, determine., finish, character, recognize, meeting, environmental., experts, discuss, ongoing, developments, policy.]","(262144,[55875,60080,68657,69650,72462,78820,93488,119214,122832,125056,125535,132543,135239,136842,162863,173483,173511,177466,192742,196975,237210,260611],[4.019381523748645,3.6516567436233283,4.137164559405029,3.914021008090819,0.6871770135734415,4.607168188650764,5.117993812416755,4.270695952029551,2.8154087194227095,5.523458920524919,4.607168188650764,4.270695952029551,4.019381523748645,5.117993812416755,4.270695952029551,4.137164559405029,4.270695952029551,0.691153161953081,0.6832166123573445,0.691153161953081,3.914021008090819,4.270695952029551])",1.0
F090,"[friend, make, month, son., laugh, process, value, help, occur, voice, physical., —, shocking, claims, mind, control, surface, internet.]","(262144,[3665,15313,35623,38426,74520,75181,76162,89717,97914,102234,123499,165688,170688,181276,198400,239859,248200,261600],[0.6871770135734415,4.137164559405029,0.691153161953081,0.691153161953081,4.137164559405029,4.137164559405029,0.691153161953081,4.270695952029551,3.8187108282864943,4.270695952029551,4.607168188650764,2.8154087194227095,2.920769235080536,5.117993812416755,0.691153161953081,4.270695952029551,3.7316994512968646,5.523458920524919])",0.0
F222,"[cup, sing, shoulder, answer, left, area, later, know., story, physical, sign, southern, position., onto, claim, recent, most., —, shocking, claims, mind, control, surface, internet.]","(262144,[3665,23209,35623,38426,43339,76162,80431,82035,111767,117155,145697,154659,165688,168075,170414,170688,176260,193920,196839,198400,199567,203609,246751,260452],[0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,4.830311739964974,0.691153161953081,4.607168188650764,4.137164559405029,4.42484663185681,4.607168188650764,4.019381523748645,4.270695952029551,2.8154087194227095,5.117993812416755,4.42484663185681,2.920769235080536,4.607168188650764,4.607168188650764,4.270695952029551,0.691153161953081,4.270695952029551,4.607168188650764,4.42484663185681,4.607168188650764])",0.0
R114,"[including, discuss, teach, account, bill, else, central., area, culture, trial, detail, where., experts, discuss, ongoing, developments, climate, change.]","(262144,[2162,25363,39498,58839,67562,72462,73499,89903,145697,167207,177466,184774,185509,192490,192742,196975,232869],[4.137164559405029,4.607168188650764,3.8187108282864943,3.7316994512968646,4.137164559405029,1.374354027146883,2.7508701982851385,4.830311739964974,4.019381523748645,4.830311739964974,0.691153161953081,4.137164559405029,2.849310271098391,5.117993812416755,0.6832166123573445,0.691153161953081,4.019381523748645])",1.0
F235,"[us, record, little, choice, teach, action, plant., house, guy, play, read., —, shocking, claims, celebrity, scandal, surface, internet.]","(262144,[3665,25838,32227,35623,37131,38426,39498,59317,76162,109156,123981,161102,169802,181561,198400,211756,242022,257017],[0.6871770135734415,2.849310271098391,5.523458920524919,0.691153161953081,4.607168188650764,0.691153161953081,3.8187108282864943,4.019381523748645,0.691153161953081,4.137164559405029,4.137164559405029,4.019381523748645,5.117993812416755,2.849310271098391,0.691153161953081,4.019381523748645,4.019381523748645,3.6516567436233283])",0.0
F185,"[reality, near, require, include, section., produce, away, election, billion, middle, old, development., —, shocking, claims, hoax, surface, internet.]","(262144,[3665,9129,21894,35623,38426,51576,76162,101641,106672,109858,138905,150278,182235,198400,204877,209969,217316,220033],[0.6871770135734415,4.137164559405029,3.7316994512968646,0.691153161953081,0.691153161953081,4.607168188650764,0.691153161953081,2.60568818844064,4.270695952029551,4.42484663185681,4.019381523748645,4.019381523748645,4.270695952029551,0.691153161953081,4.270695952029551,4.42484663185681,4.137164559405029,5.523458920524919])",0.0
F221,"[drop, head, various, give, generation., policy, worry, thus, east., bill, difference, mission, success, break, east, book., —, shocking, claims, flat, earth, surface, internet.]","(262144,[3665,3834,12336,14385,35623,37542,38426,58839,76162,79207,101160,107367,114410,115996,117975,124348,130607,139605,160983,198400,207150,216308,261172],[0.6871770135734415,4.137164559405029,4.42484663185681,4.830311739964974,0.691153161953081,3.0385522707369192,0.691153161953081,3.7316994512968646,0.691153161953081,4.607168188650764,4.607168188650764,4.270695952029551,5.523458920524919,3.0385522707369192,4.42484663185681,4.270695952029551,5.117993812416755,4.607168188650764,4.019381523748645,0.691153161953081,3.8187108282864943,4.019381523748645,4.137164559405029])",0.0
F054,"[last, interest, born, sell, wait, important, most., design, knowledge, head, focus, network, real, measure., —, shocking, claims, secret, cure, surface, internet.]","(262144,[3665,5381,15391,15867,35623,38426,71016,76162,92891,101160,107481,123445,139030,150069,174475,194240,198400,202290,224947,246751,250372],[0.6871770135734415,4.270695952029551,4.42484663185681,4.42484663185681,0.691153161953081,0.691153161953081,4.42484663185681,0.691153161953081,2.5530444549552183,4.607168188650764,4.270695952029551,3.914021008090819,4.019381523748645,3.8187108282864943,3.8187108282864943,4.42484663185681,0.691153161953081,4.019381523748645,5.117993812416755,4.42484663185681,2.5530444549552183])",0.0
R000,"[reason, drug, though, alone, movement., peace, mouth, clear, hear, wall, business, serious., experts, discuss, ongoing, developments, public, health.]","(262144,[27308,30539,38308,55865,72462,87257,111370,116782,157120,170555,174506,177466,192742,196975,203615,205460,205691,234233],[4.019381523748645,3.125563647726549,3.7316994512968646,4.42484663185681,0.6871770135734415,4.137164559405029,4.42484663185681,3.8187108282864943,3.8187108282864943,4.270695952029551,3.0385522707369192,0.691153161953081,0.6832166123573445,0.691153161953081,4.270695952029551,2.849310271098391,5.523458920524919,4.270695952029551])",1.0
R178,"[bad, local, training, send, possible, require, ten., suddenly, computer, news, over., people, fall, keep, manage., experts, discuss, ongoing, developments, budget, report.]","(262144,[13267,30600,32890,37521,46498,49185,65831,72462,132215,145380,177466,185559,189418,192742,195055,196975,198836,209969,227860,239685,243875],[5.117993812416755,2.661258039595451,4.270695952029551,4.42484663185681,4.019381523748645,4.137164559405029,5.117993812416755,0.6871770135734415,4.607168188650764,4.607168188650764,0.691153161953081,3.8187108282864943,4.607168188650764,0.6832166123573445,2.5530444549552183,0.691153161953081,4.019381523748645,4.42484663185681,4.270695952029551,4.270695952029551,4.607168188650764])",1.0
F006,"[station, cold, big, large, democratic., meet, truth, summer., sure, place, risk, fact, must., —, shocking, claims, hoax, surface, internet.]","(262144,[3665,24016,35623,38426,43167,70998,76162,101641,134125,153524,167503,172888,192394,196223,198400,213542,220270,238949,250795],[0.6871770135734415,4.270695952029551,0.691153161953081,0.691153161953081,4.830311739964974,4.270695952029551,0.691153161953081,2.60568818844064,3.914021008090819,3.914021008090819,4.607168188650764,4.42484663185681,4.137164559405029,4.42484663185681,0.691153161953081,5.117993812416755,4.270695952029551,4.830311739964974,4.830311739964974])",0.0
F174,"[tree, toward, item, political., personal, great, box, brother, make, mouth, answer, candidate., artist, property, artist, change, federal, full., —, shocking, claims, secret, cure, surface, internet.]","(262144,[3665,22370,30897,35623,38426,52371,76162,82035,87257,89717,92891,115587,117274,120397,152963,193711,198400,201595,211529,223059,245420,249411,250372,261870],[0.6871770135734415,4.270695952029551,5.523458920524919,0.691153161953081,0.691153161953081,5.117993812416755,0.691153161953081,4.137164559405029,4.137164559405029,4.270695952029551,2.5530444549552183,3.8187108282864943,4.42484663185681,4.607168188650764,7.637421656572989,4.019381523748645,0.691153161953081,5.523458920524919,4.137164559405029,3.8187108282864943,4.137164559405029,4.270695952029551,2.5530444549552183,5.117993812416755])",0.0
R009,"[listen, score, box, management, city., experts, discuss, ongoing, developments, election.]","(262144,[22370,41348,50617,72462,128317,153150,177466,179671,192742,196975],[4.270695952029551,2.7508701982851385,5.117993812416755,0.6871770135734415,4.137164559405029,5.523458920524919,0.691153161953081,4.270695952029551,0.6832166123573445,0.691153161953081])",1.0
R122,"[write, machine, wonder, miss., green, born, drive, south, year, prepare, use., yard, thousand, member, military, statement, air., experts, discuss, ongoing, developments, economic, growth.]","(262144,[9144,21161,26833,36456,63045,67288,72462,90058,107481,111853,131294,133406,136176,146341,146821,155606,159799,177466,192742,196975,210238,221315,257267],[4.830311739964974,4.019381523748645,5.117993812416755,4.019381523748645,3.914021008090819,2.7200985396183848,0.6871770135734415,2.920769235080536,4.270695952029551,4.830311739964974,5.523458920524919,4.270695952029551,4.019381523748645,4.019381523748645,3.914021008090819,4.42484663185681,4.830311739964974,0.691153161953081,0.6832166123573445,0.691153161953081,3.8187108282864943,4.42484663185681,4.607168188650764])",1.0
F189,"[southern, vote, red, financial, blue., activity, increase, simple, player, now., cover, price, yes, western, factor, rich, thought., —, shocking, claims, immortal, jellyfish, surface, internet.]","(262144,[3665,10049,10564,17132,35623,38426,47819,49918,52306,53618,76162,131519,138036,149300,166372,185928,190266,198400,199567,201386,203193,233148,253518,259901],[0.6871770135734415,4.42484663185681,4.019381523748645,3.914021008090819,0.691153161953081,0.691153161953081,3.914021008090819,4.607168188650764,2.7508701982851385,5.117993812416755,0.691153161953081,3.8187108282864943,4.607168188650764,5.117993812416755,2.7508701982851385,4.270695952029551,5.523458920524919,0.691153161953081,4.270695952029551,4.270695952029551,4.270695952029551,4.42484663185681,4.019381523748645,4.42484663185681])",0.0
R146,"[change, thus, education, see, claim, low, apply., mr, artist, full, young, opportunity, store., three, performance, involve, generation, within, audience., use, risk, usually., experts, discuss, ongoing, developments, technology, breakthrough.]","(262144,[8538,23209,36225,56956,72462,96005,97543,98717,125535,131449,145088,148332,151393,152963,177466,192394,192742,195459,196975,197113,216308,223059,234128,235803,241735,251610,257347,261603],[4.270695952029551,4.42484663185681,4.42484663185681,2.579019941358479,0.6871770135734415,4.42484663185681,4.607168188650764,4.137164559405029,4.607168188650764,4.42484663185681,4.830311739964974,5.117993812416755,4.607168188650764,3.8187108282864943,0.691153161953081,4.137164559405029,0.6832166123573445,2.7200985396183848,0.691153161953081,4.42484663185681,4.019381523748645,3.8187108282864943,4.42484663185681,4.137164559405029,3.914021008090819,4.42484663185681,4.137164559405029,5.117993812416755])",1.0
R022,"[threat, collection, culture, modern, fish, help., character, forget, environmental, structure, travel, doctor., challenge, seven, song., experts, discuss, ongoing, developments, climate, change.]","(262144,[19371,25337,31839,38202,72462,73018,73499,79697,80950,96285,172196,177466,185509,189056,192742,196975,212368,219622,232869,249904,260611],[4.137164559405029,3.577548771469606,3.914021008090819,4.019381523748645,0.6871770135734415,4.270695952029551,2.7508701982851385,4.42484663185681,4.830311739964974,4.830311739964974,4.42484663185681,0.691153161953081,2.849310271098391,3.914021008090819,0.6832166123573445,0.691153161953081,4.270695952029551,4.42484663185681,4.019381523748645,4.830311739964974,4.270695952029551])",1.0
F177,"[course, amount, produce, sit, tonight, shoulder., meet, future, return, section., —, shocking, claims, aliens, surface, internet.]","(262144,[3665,4214,35623,38426,56194,73853,76162,88124,106672,153524,178266,198400,204877,220468,252968,261675],[0.6871770135734415,4.42484663185681,0.691153161953081,0.691153161953081,3.914021008090819,4.42484663185681,0.691153161953081,4.830311739964974,4.270695952029551,3.914021008090819,2.958509563063383,0.691153161953081,4.270695952029551,4.42484663185681,4.019381523748645,4.137164559405029])",0.0
